Date,Time,Weekday,Weekday_Name,UTC_Time,Volume,Open,High,Low,Close,O-H,O-L,O-C,H-L,H-C,L-C,Direction
2018-06-20,21:00:00,2,Wednesday,2018-06-20T21:00:00.000000000Z,1072,0.87804,0.87913,0.87775,0.87884,-0.0010899999999999244,0.00029000000000001247,-0.0007999999999999119,0.0013799999999999368,0.00029000000000001247,-0.0010899999999999244,UP
2018-06-21,01:00:00,3,Thursday,2018-06-21T01:00:00.000000000Z,1058,0.87882,0.8789,0.87827,0.87886,-7.999999999996898e-05,0.0005500000000000504,-3.999999999992898e-05,0.0006300000000000194,4.0000000000040004e-05,-0.0005899999999999794,UP
2018-06-21,05:00:00,3,Thursday,2018-06-21T05:00:00.000000000Z,5490,0.87888,0.87982,0.87828,0.87848,-0.0009400000000000519,0.0006000000000000449,0.00039999999999995595,0.0015400000000000968,0.0013400000000000079,-0.000200000000000089,DOWN
2018-06-21,09:00:00,3,Thursday,2018-06-21T09:00:00.000000000Z,9170,0.87846,0.87911,0.8725,0.87505,-0.0006499999999999284,0.005959999999999965,0.003410000000000024,0.006609999999999894,0.0040599999999999525,-0.002549999999999941,DOWN
2018-06-21,13:00:00,3,Thursday,2018-06-21T13:00:00.000000000Z,5588,0.87508,0.87663,0.8743,0.87603,-0.0015500000000000513,0.0007800000000000029,-0.0009500000000000064,0.0023300000000000542,0.0006000000000000449,-0.0017300000000000093,UP
2018-06-21,17:00:00,3,Thursday,2018-06-21T17:00:00.000000000Z,2007,0.876,0.87705,0.87568,0.87578,-0.0010499999999999954,0.00031999999999998696,0.00021999999999999797,0.0013699999999999823,0.0012699999999999934,-9.999999999998899e-05,DOWN
2018-06-21,21:00:00,3,Thursday,2018-06-21T21:00:00.000000000Z,935,0.87564,0.87647,0.87544,0.87572,-0.0008299999999999974,0.00019999999999997797,-8.000000000008001e-05,0.0010299999999999754,0.0007499999999999174,-0.000280000000000058,UP
2018-06-22,01:00:00,4,Friday,2018-06-22T01:00:00.000000000Z,866,0.87571,0.87586,0.8751,0.87558,-0.00014999999999998348,0.0006099999999999994,0.00012999999999996348,0.0007599999999999829,0.00027999999999994696,-0.00048000000000003595,DOWN
2018-06-22,05:00:00,4,Friday,2018-06-22T05:00:00.000000000Z,5972,0.87555,0.8778,0.8752,0.87672,-0.0022499999999999742,0.0003500000000000725,-0.0011700000000000044,0.0026000000000000467,0.0010799999999999699,-0.0015200000000000768,UP
2018-06-22,09:00:00,4,Friday,2018-06-22T09:00:00.000000000Z,4534,0.8767,0.87747,0.87528,0.87684,-0.0007699999999999374,0.0014200000000000879,-0.00013999999999991797,0.0021900000000000253,0.0006300000000000194,-0.0015600000000000058,UP
2018-06-22,13:00:00,4,Friday,2018-06-22T13:00:00.000000000Z,5648,0.87686,0.87906,0.8762,0.87885,-0.0021999999999999797,0.0006599999999999939,-0.0019900000000000473,0.0028599999999999737,0.00020999999999993246,-0.002650000000000041,UP
2018-06-22,17:00:00,4,Friday,2018-06-22T17:00:00.000000000Z,2003,0.87886,0.88049,0.8784,0.8784,-0.0016300000000000203,0.00046000000000001595,0.00046000000000001595,0.0020900000000000363,0.0020900000000000363,0.0,DOWN
2018-06-24,21:00:00,6,Sunday,2018-06-24T21:00:00.000000000Z,1728,0.87916,0.87994,0.87845,0.87907,-0.0007800000000000029,0.0007100000000000994,9.00000000000345e-05,0.0014900000000001024,0.0008700000000000374,-0.0006200000000000649,DOWN
2018-06-25,01:00:00,0,Monday,2018-06-25T01:00:00.000000000Z,1171,0.87905,0.87919,0.87854,0.87861,-0.000140000000000029,0.0005100000000000104,0.00043999999999999595,0.0006500000000000394,0.0005800000000000249,-7.00000000000145e-05,DOWN
2018-06-25,05:00:00,0,Monday,2018-06-25T05:00:00.000000000Z,4527,0.87862,0.88074,0.87802,0.88023,-0.0021200000000000108,0.0005999999999999339,-0.0016100000000000003,0.0027199999999999447,0.0005100000000000104,-0.0022099999999999342,UP
